season,week,franchise_name,elo_sheet,elo_shadow,absolute_difference,within_tolerance
2026,1,Los Angeles Chargers,1437.66404686265,1437.6640469601373,9.748737284098752e-8,TRUE
2026,1,Los Angeles Rams,1523.86988867292,1523.8698890019466,3.290265340183396e-7,TRUE
2026,1,Miami Dolphins,1609.13699536763,1609.1369952595137,1.0811641004693229e-7,TRUE
2026,1,Minnesota Vikings,1464.62097987123,1464.620979708553,1.6267699720629025e-7,TRUE
2026,1,New England Patriots,1502.36726040035,1502.3672607350006,3.3465062188042793e-7,TRUE
2026,1,New Orleans Saints,1489.70643158208,1489.7064313830435,1.9903654902009293e-7,TRUE
2026,1,New York Giants,1573.12687292964,1573.1268728445093,8.513075044902507e-8,TRUE
2026,1,New York Jets,1453.09103604682,1453.091036052253,5.43309397471603e-9,TRUE
2026,1,Philadelphia Eagles,1564.34669781989,1564.3466974470653,3.7282484299794305e-7,TRUE
2026,1,Pittsburgh Steelers,1392.09060536349,1392.090605271312,9.217819751938805e-8,TRUE
2026,1,San Francisco 49ers,1535.32629163232,1535.326291809469,1.7714910427457653e-7,TRUE
2026,1,Seattle Seahawks,1407.88619384177,1407.886193565114,2.7665601010085084e-7,TRUE
2026,1,Tampa Bay Buccaneers,1524.57597087117,1524.575970711697,1.5947307474561967e-7,TRUE
2026,1,Tennessee Titans,1487.47205847251,1487.4720580913072,3.812028808169998e-7,TRUE
2026,1,Washington Commanders,1527.12271498985,1527.122715326474,3.3662399800959975e-7,TRUE
2026,2,Arizona Cardinals,1491.61254488477,1491.612544644699,2.4007090360100847e-7,TRUE
2026,2,Atlanta Falcons,1343.40690833968,1343.4069081278344,2.118456450261874e-7,TRUE
2026,2,Baltimore Ravens,1532.78799232599,1532.7879924029255,7.693552106502466e-8,TRUE
2026,2,Buffalo Bills,1520.19720617171,1520.1972065376822,3.659722551674349e-7,TRUE
2026,2,Carolina Panthers,1523.45472838562,1523.454728523856,1.382359187118709e-7,TRUE
2026,2,Chicago Bears,1634.65660630224,1634.656606528626,2.2638596419710666e-7,TRUE
2026,2,Cincinnati Bengals,1442.59791800515,1442.597918355156,3.5000607567781117e-7,TRUE
2026,2,Cleveland Browns,1472.39393607288,1472.3939360111822,6.169784683152102e-8,TRUE
2026,2,Dallas Cowboys,1533.25454603122,1533.2545463284605,2.972406036860775e-7,TRUE
2026,2,Denver Broncos,1431.40447753203,1431.4044779166852,3.8465532270492986e-7,TRUE
2026,2,Detroit Lions,1427.85480999546,1427.854809704604,2.90856178253307e-7,TRUE
2026,2,Green Bay Packers,1453.19392196755,1453.1939220198103,5.2260247684898786e-8,TRUE
2026,2,Houston Texans,1551.50350462718,1551.5035043784303,2.4874975679267664e-7,TRUE
2026,2,Indianapolis Colts,1556.34940634247,1556.3494060432045,2.9926559363957494e-07,TRUE
2026,2,Jacksonville Jaguars,1515.76437764375,1515.7643778257725,1.8202240426035132e-7,TRUE
2026,2,Kansas City Chiefs,1497.04538012108,1497.0453801194856,1.5943442122079432e-9,TRUE
2026,2,Las Vegas Raiders,1584.89515200225,1584.895151825148,1.7710181055008434e-7,TRUE
2026,2,Los Angeles Chargers,1434.27772864962,1434.2777287447511,9.51310994423693e-8,TRUE
2026,2,Los Angeles Rams,1525.90258412915,1525.9025844495252,3.2037519304140005e-7,TRUE
2026,2,Miami Dolphins,1613.72614589415,1613.7261457885616,1.0558846952335443e-7,TRUE
2026,2,Minnesota Vikings,1466.44012061351,1466.440120455036,1.584739948157221e-7,TRUE
2026,2,New England Patriots,1496.70234579178,1496.702346117882,3.261018264311133e-7,TRUE
2026,2,New Orleans Saints,1485.55549366345,1485.5554934698548,1.9359526959306095e-7,TRUE
2026,2,New York Giants,1563.26150123094,1563.2615011484074,8.253255145973526e-8,TRUE
2026,2,New York Jets,1463.47329396311,1463.4732939680423,4.93218976771459e-9,TRUE
2026,2,Philadelphia Eagles,1564.7387817738,1564.7387814105646,3.6323535823612474e-7,TRUE
2026,2,Pittsburgh Steelers,1388.06856746863,1388.0685673788144,8.981555765785743e-8,TRUE
2026,2,San Francisco 49ers,1541.19072584664,1541.190726019019,1.7237903193745296e-7,TRUE
2026,2,Seattle Seahawks,1415.2831790865,1415.2831788163962,2.701037828956032e-7,TRUE
2026,2,Tampa Bay Buccaneers,1514.78537057696,1514.7853704221038,1.5485625226574484e-7,TRUE
2026,2,Tennessee Titans,1479.248257128,1479.2482567571808,3.708191798068583e-7,TRUE
2026,2,Washington Commanders,1534.97248743273,1534.972487760298,3.2756793189037126e-7,TRUE
