"conference","player_id","prior_accrued_seasons"
"AFC","14893","4"
"AFC","14896","6"
"AFC","14897","6"
"AFC","14899","0"
"AFC","14900","6"
"AFC","14904","0"
"AFC","14907","6"
"AFC","14908","6"
"AFC","14909","6"
"AFC","14910","5"
"AFC","14918","6"
"AFC","14921","6"
"AFC","14924","0"
"AFC","14925","0"
"AFC","14927","6"
"AFC","14930","0"
"AFC","14933","0"
"AFC","14940","6"
"AFC","14943","4"
"AFC","14947","0"
"AFC","14953","0"
"AFC","14954","2"
"AFC","14957","1"
"AFC","14974","6"
"AFC","14982","3"
"AFC","14983","0"
"AFC","14985","3"
"AFC","14995","3"
"AFC","14997","1"
"AFC","15001","6"
"AFC","15003","3"
"AFC","15051","4"
"AFC","15076","2"
"AFC","15081","2"
"AFC","15089","1"
"AFC","15140","0"
"AFC","15173","0"
"AFC","15237","5"
"AFC","15238","5"
"AFC","15241","5"
"AFC","15253","5"
"AFC","15254","5"
"AFC","15255","5"
"AFC","15256","5"
"AFC","15259","5"
"AFC","15261","5"
"AFC","15281","5"
"AFC","15282","5"
"AFC","15284","5"
"AFC","15287","5"
"AFC","15290","5"
"AFC","15293","5"
"AFC","15301","4"
"AFC","15319","5"
"AFC","15329","5"
"AFC","15331","5"
"AFC","15332","0"
"AFC","15337","3"
"AFC","15345","5"
"AFC","15346","5"
"AFC","15349","5"
"AFC","15350","5"
"AFC","15351","5"
"AFC","15352","5"
"AFC","15355","5"
"AFC","15357","5"
"AFC","15358","1"
"AFC","15361","5"
"AFC","15362","5"
"AFC","15363","4"
"AFC","15365","5"
"AFC","15366","5"
"AFC","15368","0"
"AFC","15378","5"
"AFC","15380","5"
"AFC","15382","3"
"AFC","15386","5"
"AFC","15387","5"
"AFC","15388","3"
"AFC","15390","5"
"AFC","15391","3"
"AFC","15393","5"
"AFC","15394","5"
"AFC","15395","0"
"AFC","15396","5"
"AFC","15398","2"
"AFC","15401","2"
"AFC","15402","0"
"AFC","15404","5"
"AFC","15405","3"
"AFC","15409","5"
"AFC","15418","5"
"AFC","15428","3"
"AFC","15445","3"
"AFC","15446","2"
"AFC","15452","5"
"AFC","15469","3"
"AFC","15473","0"
"AFC","15484","5"
"AFC","15492","0"
"AFC","15510","2"
"AFC","15681","0"
"AFC","15694","4"
"AFC","15698","3"
"AFC","15708","4"
"AFC","15710","4"
"AFC","15711","4"
"AFC","15712","4"
"AFC","15715","4"
"AFC","15716","4"
"AFC","15721","4"
"AFC","15738","0"
"AFC","15742","4"
"AFC","15749","4"
"AFC","15751","4"
"AFC","15753","4"
"AFC","15754","4"
"AFC","15755","0"
"AFC","15756","4"
"AFC","15757","4"
"AFC","15759","0"
"AFC","15761","4"
"AFC","15762","4"
"AFC","15768","4"
"AFC","15779","4"
"AFC","15786","2"
"AFC","15787","4"
"AFC","15788","4"
"AFC","15789","4"
"AFC","15794","4"
"AFC","15797","3"
"AFC","15798","4"
"AFC","15799","3"
"AFC","15802","4"
"AFC","15805","4"
"AFC","15806","4"
"AFC","15807","0"
"AFC","15808","4"
"AFC","15809","4"
"AFC","15812","0"
"AFC","15813","0"
"AFC","15815","4"
"AFC","15817","4"
"AFC","15819","4"
"AFC","15821","4"
"AFC","15822","4"
"AFC","15823","0"
"AFC","15831","3"
"AFC","15832","4"
"AFC","15833","4"
"AFC","15834","4"
"AFC","15835","4"
"AFC","15836","4"
"AFC","15839","3"
"AFC","15845","0"
"AFC","15846","4"
"AFC","15849","0"
"AFC","15850","4"
"AFC","15852","0"
"AFC","15853","4"
"AFC","15856","4"
"AFC","15860","0"
"AFC","15861","4"
"AFC","15863","3"
"AFC","15864","3"
"AFC","15866","0"
"AFC","15868","2"
"AFC","15869","3"
"AFC","15871","4"
"AFC","15872","3"
"AFC","15873","4"
"AFC","15875","0"
"AFC","15877","1"
"AFC","15881","0"
"AFC","15888","0"
"AFC","15889","4"
"AFC","15890","0"
"AFC","15892","0"
"AFC","15894","0"
"AFC","15895","0"
"AFC","15904","3"
"AFC","15911","4"
"AFC","15913","2"
"AFC","15914","0"
"AFC","15921","0"
"AFC","15923","2"
"AFC","15933","0"
"AFC","15950","3"
"AFC","15972","3"
"AFC","15979","3"
"AFC","15989","0"
"AFC","16010","0"
"AFC","16012","0"
"AFC","16013","3"
"AFC","16018","3"
"AFC","16036","1"
"AFC","16080","3"
"AFC","16102","0"
"AFC","16139","0"
"AFC","16145","3"
"AFC","16148","3"
"AFC","16149","3"
"AFC","16150","3"
"AFC","16152","3"
"AFC","16159","3"
"AFC","16161","3"
"AFC","16162","3"
"AFC","16164","3"
"AFC","16165","3"
"AFC","16166","3"
"AFC","16167","3"
"AFC","16169","3"
"AFC","16171","3"
"AFC","16174","2"
"AFC","16175","3"
"AFC","16178","3"
"AFC","16181","3"
"AFC","16184","3"
"AFC","16185","3"
"AFC","16186","3"
"AFC","16187","3"
"AFC","16188","3"
"AFC","16189","3"
"AFC","16190","3"
"AFC","16191","3"
"AFC","16192","2"
"AFC","16193","3"
"AFC","16194","3"
"AFC","16195","3"
"AFC","16201","0"
"AFC","16204","3"
"AFC","16206","3"
"AFC","16207","3"
"AFC","16211","3"
"AFC","16212","0"
"AFC","16213","3"
"AFC","16214","3"
"AFC","16215","3"
"AFC","16216","3"
"AFC","16222","3"
"AFC","16223","3"
"AFC","16224","2"
"AFC","16225","2"
"AFC","16226","3"
"AFC","16227","1"
"AFC","16228","3"
"AFC","16230","3"
"AFC","16231","3"
"AFC","16233","3"
"AFC","16234","0"
"AFC","16235","0"
"AFC","16236","3"
"AFC","16239","3"
"AFC","16240","3"
"AFC","16241","3"
"AFC","16244","3"
"AFC","16245","3"
"AFC","16246","3"
"AFC","16251","3"
"AFC","16252","3"
"AFC","16253","3"
"AFC","16254","3"
"AFC","16255","3"
"AFC","16256","3"
"AFC","16262","3"
"AFC","16263","3"
"AFC","16264","3"
"AFC","16265","3"
"AFC","16266","3"
"AFC","16267","3"
"AFC","16268","3"
"AFC","16269","2"
"AFC","16274","3"
"AFC","16276","3"
"AFC","16278","3"
"AFC","16279","3"
"AFC","16280","3"
"AFC","16281","2"
"AFC","16282","3"
"AFC","16283","2"
"AFC","16284","3"
"AFC","16287","2"
"AFC","16294","1"
"AFC","16295","2"
"AFC","16296","0"
"AFC","16298","1"
"AFC","16300","0"
"AFC","16303","3"
"AFC","16314","2"
"AFC","16324","0"
"AFC","16333","3"
"AFC","16342","3"
"AFC","16346","1"
"AFC","16350","2"
"AFC","16351","3"
"AFC","16369","3"
"AFC","16383","3"
"AFC","16385","2"
"AFC","16387","0"
"AFC","16390","0"
"AFC","16414","3"
"AFC","16432","2"
"AFC","16444","0"
"AFC","16450","1"
"AFC","16455","2"
"AFC","16460","1"
"AFC","16572","0"
"AFC","16579","2"
"AFC","16580","2"
"AFC","16581","2"
"AFC","16582","2"
"AFC","16583","2"
"AFC","16584","2"
"AFC","16585","1"
"AFC","16586","2"
"AFC","16593","2"
"AFC","16594","2"
"AFC","16596","2"
"AFC","16597","2"
"AFC","16598","2"
"AFC","16603","2"
"AFC","16604","2"
"AFC","16608","0"
"AFC","16610","2"
"AFC","16613","0"
"AFC","16614","2"
"AFC","16615","2"
"AFC","16616","2"
"AFC","16617","2"
"AFC","16618","2"
"AFC","16619","2"
"AFC","16620","2"
"AFC","16622","2"
"AFC","16626","2"
"AFC","16627","2"
"AFC","16628","2"
"AFC","16629","2"
"AFC","16631","0"
"AFC","16633","0"
"AFC","16635","2"
"AFC","16639","2"
"AFC","16640","2"
"AFC","16641","2"
"AFC","16642","2"
"AFC","16643","2"
"AFC","16644","2"
"AFC","16645","2"
"AFC","16649","2"
"AFC","16650","2"
"AFC","16651","2"
"AFC","16652","2"
"AFC","16653","2"
"AFC","16654","2"
"AFC","16655","2"
"AFC","16657","2"
"AFC","16660","2"
"AFC","16661","2"
"AFC","16662","2"
"AFC","16663","1"
"AFC","16665","2"
"AFC","16667","2"
"AFC","16670","2"
"AFC","16671","2"
"AFC","16672","2"
"AFC","16673","2"
"AFC","16675","2"
"AFC","16676","2"
"AFC","16677","2"
"AFC","16679","2"
"AFC","16680","2"
"AFC","16681","2"
"AFC","16684","2"
"AFC","16688","2"
"AFC","16689","7"
"AFC","16690","2"
"AFC","16691","2"
"AFC","16692","2"
"AFC","16693","2"
"AFC","16694","2"
"AFC","16696","2"
"AFC","16697","2"
"AFC","16698","2"
"AFC","16700","2"
"AFC","16702","2"
"AFC","16703","2"
"AFC","16704","2"
"AFC","16705","2"
"AFC","16707","2"
"AFC","16708","2"
"AFC","16711","2"
"AFC","16712","1"
"AFC","16714","1"
"AFC","16716","2"
"AFC","16717","2"
"AFC","16719","2"
"AFC","16722","2"
"AFC","16723","2"
"AFC","16725","2"
"AFC","16727","0"
"AFC","16729","0"
"AFC","16733","2"
"AFC","16734","2"
"AFC","16736","1"
"AFC","16747","2"
"AFC","16752","1"
"AFC","16757","2"
"AFC","16775","2"
"AFC","16778","0"
"AFC","16786","0"
"AFC","16787","1"
"AFC","16788","1"
"AFC","16794","1"
"AFC","16799","1"
"AFC","16809","2"
"AFC","16843","0"
"AFC","16846","2"
"AFC","16870","0"
"AFC","16887","2"
"AFC","16923","0"
"AFC","16926","0"
"AFC","16927","1"
"AFC","17030","1"
"AFC","17031","1"
"AFC","17032","1"
"AFC","17033","1"
"AFC","17035","0"
"AFC","17036","1"
"AFC","17037","1"
"AFC","17039","1"
"AFC","17042","1"
"AFC","17043","1"
"AFC","17044","1"
"AFC","17045","1"
"AFC","17046","1"
"AFC","17047","1"
"AFC","17048","1"
"AFC","17049","1"
"AFC","17051","1"
"AFC","17052","1"
"AFC","17053","1"
"AFC","17055","1"
"AFC","17056","1"
"AFC","17058","1"
"AFC","17059","1"
"AFC","17060","1"
"AFC","17061","0"
"AFC","17064","1"
"AFC","17066","1"
"AFC","17068","1"
"AFC","17069","1"
"AFC","17070","1"
"AFC","17071","1"
"AFC","17072","1"
"AFC","17073","1"
"AFC","17074","1"
"AFC","17075","1"
"AFC","17076","1"
"AFC","17077","0"
"AFC","17078","1"
"AFC","17079","1"
"AFC","17080","1"
"AFC","17081","1"
"AFC","17082","1"
"AFC","17083","1"
"AFC","17086","1"
"AFC","17087","1"
"AFC","17096","1"
"AFC","17098","1"
"AFC","17099","1"
"AFC","17102","1"
"AFC","17103","1"
"AFC","17104","1"
"AFC","17105","1"
"AFC","17106","1"
"AFC","17107","1"
"AFC","17108","1"
"AFC","17109","0"
"AFC","17112","1"
"AFC","17113","1"
"AFC","17114","1"
"AFC","17115","1"
"AFC","17116","1"
"AFC","17118","1"
"AFC","17119","1"
"AFC","17120","1"
"AFC","17121","1"
"AFC","17122","1"
"AFC","17123","1"
"AFC","17124","1"
"AFC","17125","1"
"AFC","17126","1"
"AFC","17127","1"
"AFC","17128","1"
"AFC","17129","1"
"AFC","17130","0"
"AFC","17131","1"
"AFC","17132","1"
"AFC","17134","1"
"AFC","17135","1"
"AFC","17136","1"
"AFC","17137","1"
"AFC","17138","1"
"AFC","17139","1"
"AFC","17141","1"
"AFC","17142","1"
"AFC","17143","1"
"AFC","17144","1"
"AFC","17145","1"
"AFC","17146","1"
"AFC","17147","1"
"AFC","17148","1"
"AFC","17149","1"
"AFC","17150","1"
"AFC","17151","1"
"AFC","17152","1"
"AFC","17153","1"
"AFC","17154","1"
"AFC","17155","1"
"AFC","17156","1"
"AFC","17157","1"
"AFC","17158","0"
"AFC","17159","1"
"AFC","17160","1"
"AFC","17161","1"
"AFC","17163","1"
"AFC","17164","0"
"AFC","17165","0"
"AFC","17166","1"
"AFC","17167","1"
"AFC","17169","0"
"AFC","17171","1"
"AFC","17172","1"
"AFC","17174","1"
"AFC","17175","1"
"AFC","17178","1"
"AFC","17179","1"
"AFC","17181","1"
"AFC","17182","1"
"AFC","17184","1"
"AFC","17185","1"
"AFC","17186","1"
"AFC","17187","0"
"AFC","17189","0"
"AFC","17191","0"
"AFC","17192","0"
"AFC","17193","0"
"AFC","17195","1"
"AFC","17196","0"
"AFC","17201","1"
"AFC","17202","0"
"AFC","17205","1"
"AFC","17214","0"
"AFC","17220","1"
"AFC","17221","0"
"AFC","17222","1"
"AFC","17234","1"
"AFC","17239","0"
"AFC","17241","1"
"AFC","17249","1"
"AFC","17256","1"
"AFC","17261","0"
"AFC","17268","1"
"AFC","17339","1"
"AFC","17353","0"
"AFC","17462","0"
"AFC","17463","0"
"AFC","17465","0"
"AFC","17466","0"
"AFC","17467","0"
"AFC","17468","0"
"AFC","17472","0"
"AFC","17473","0"
"AFC","17474","0"
"AFC","17475","0"
"AFC","17476","0"
"AFC","17477","0"
"AFC","17478","0"
"AFC","17481","0"
"AFC","17482","0"
"AFC","17483","0"
"AFC","17485","0"
"AFC","17486","0"
"AFC","17487","0"
"AFC","17497","0"
"AFC","17498","0"
"AFC","17499","0"
"AFC","17500","0"
"AFC","17501","0"
"AFC","17502","0"
"AFC","17503","0"
"AFC","17504","0"
"AFC","17505","0"
"AFC","17506","0"
"AFC","17507","0"
"AFC","17508","0"
"AFC","17509","0"
"AFC","17510","0"
"AFC","17511","0"
"AFC","17512","0"
"AFC","17514","0"
"AFC","17517","0"
"AFC","17518","0"
"AFC","17519","0"
"AFC","17520","0"
"AFC","17521","0"
"AFC","17522","0"
"AFC","17523","0"
"AFC","17527","0"
"AFC","17528","0"
"AFC","17529","0"
"AFC","17542","0"
"AFC","17543","0"
"AFC","17544","0"
"AFC","17545","0"
"AFC","17546","0"
"AFC","17547","0"
"AFC","17548","0"
"AFC","17549","0"
"AFC","17550","0"
"AFC","17551","0"
"AFC","17552","0"
"AFC","17553","0"
"AFC","17554","0"
"AFC","17555","0"
"AFC","17556","0"
"AFC","17557","0"
"AFC","17558","0"
"AFC","17559","0"
"AFC","17560","0"
"AFC","17561","0"
"AFC","17562","0"
"AFC","17563","0"
"AFC","17564","0"
"AFC","17566","0"
"AFC","17567","0"
"AFC","17568","0"
"AFC","17569","0"
"AFC","17570","0"
"AFC","17571","0"
"AFC","17572","0"
"AFC","17573","0"
"AFC","17574","0"
"AFC","17575","0"
"AFC","17576","0"
"AFC","17577","0"
"AFC","17578","0"
"AFC","17579","0"
"AFC","17580","0"
"AFC","17581","0"
"AFC","17582","0"
"AFC","17583","0"
"AFC","17584","0"
"AFC","17585","0"
"AFC","17586","0"
"AFC","17587","0"
"AFC","17588","0"
"AFC","17589","0"
"AFC","17590","0"
"AFC","17591","0"
"AFC","17592","0"
"AFC","17593","0"
"AFC","17594","0"
"AFC","17595","0"
"AFC","17596","0"
"AFC","17597","0"
"AFC","17598","0"
"AFC","17599","0"
"AFC","17600","0"
"AFC","17601","0"
"AFC","17602","0"
"AFC","17603","0"
"AFC","17604","0"
"AFC","17605","0"
"AFC","17606","0"
"AFC","17607","0"
"AFC","17608","0"
"AFC","17609","0"
"AFC","17610","0"
"AFC","17611","0"
"AFC","17612","0"
"AFC","17613","0"
"AFC","17614","0"
"AFC","17615","0"
"AFC","17616","0"
"AFC","17617","0"
"AFC","17618","0"
"AFC","17619","0"
"AFC","17621","0"
"AFC","17622","0"
"AFC","17623","0"
"AFC","17624","0"
"AFC","17625","0"
"AFC","17626","0"
"AFC","17627","0"
"AFC","17628","0"
"AFC","17629","0"
"AFC","17630","0"
"AFC","17633","0"
"AFC","17634","6"
"AFC","17635","0"
"AFC","17636","0"
"AFC","17638","0"
"AFC","17639","0"
"AFC","17640","0"
"AFC","17642","0"
"AFC","17644","0"
"AFC","17645","0"
"AFC","17646","0"
"AFC","17650","0"
"AFC","17651","0"
"AFC","17652","0"
"AFC","17654","0"
"AFC","17655","0"
"AFC","17657","0"
"AFC","17662","0"
"AFC","17664","0"
"AFC","17665","0"
"AFC","17667","0"
"AFC","17668","0"
"AFC","17672","0"
"AFC","17676","0"
"AFC","17684","0"
"AFC","17685","0"
"AFC","17689","0"
"AFC","17690","0"
"AFC","17697","0"
"AFC","17698","0"
"AFC","17699","0"
"AFC","17700","0"
"AFC","17702","0"
"AFC","17706","0"
"AFC","17710","0"
"AFC","17712","0"
"AFC","7836","10"
"AFC","8851","5"
"AFC","9051","10"
"AFC","9431","10"
"NFC","0800","0"
"NFC","0801","0"
"NFC","0803","0"
"NFC","0804","0"
"NFC","10266","10"
"NFC","10267","0"
"NFC","10292","9"
"NFC","10313","9"
"NFC","10700","10"
"NFC","10775","10"
"NFC","10816","10"
"NFC","10945","0"
"NFC","11150","5"
"NFC","11222","10"
"NFC","11244","10"
"NFC","11247","10"
"NFC","11286","0"
"NFC","11327","4"
"NFC","11383","0"
"NFC","11671","10"
"NFC","11675","10"
"NFC","11721","10"
"NFC","11757","0"
"NFC","11769","10"
"NFC","11936","9"
"NFC","11945","0"
"NFC","11947","0"
"NFC","11985","7"
"NFC","12140","10"
"NFC","12141","7"
"NFC","12186","10"
"NFC","12218","10"
"NFC","12221","10"
"NFC","12225","10"
"NFC","12238","0"
"NFC","12263","6"
"NFC","12305","10"
"NFC","12437","7"
"NFC","12611","10"
"NFC","12616","8"
"NFC","12620","10"
"NFC","12626","10"
"NFC","12676","10"
"NFC","12678","10"
"NFC","12686","10"
"NFC","12688","10"
"NFC","12697","10"
"NFC","12698","10"
"NFC","12711","10"
"NFC","12735","0"
"NFC","12739","10"
"NFC","12741","10"
"NFC","12752","10"
"NFC","12754","7"
"NFC","12764","10"
"NFC","12772","3"
"NFC","12782","7"
"NFC","12801","10"
"NFC","12842","0"
"NFC","12860","7"
"NFC","12956","0"
"NFC","13066","0"
"NFC","13113","0"
"NFC","13116","9"
"NFC","13130","9"
"NFC","13131","9"
"NFC","13132","9"
"NFC","13133","0"
"NFC","13138","9"
"NFC","13146","9"
"NFC","13163","9"
"NFC","13164","9"
"NFC","13172","4"
"NFC","13189","9"
"NFC","13192","9"
"NFC","13198","9"
"NFC","13208","9"
"NFC","13214","9"
"NFC","13223","9"
"NFC","13227","5"
"NFC","13228","0"
"NFC","13245","0"
"NFC","13251","9"
"NFC","13268","8"
"NFC","13281","9"
"NFC","13284","8"
"NFC","13289","5"
"NFC","13298","6"
"NFC","13299","9"
"NFC","13307","0"
"NFC","13317","0"
"NFC","13319","9"
"NFC","13322","0"
"NFC","13332","0"
"NFC","13418","7"
"NFC","13430","0"
"NFC","13431","4"
"NFC","13447","3"
"NFC","13448","4"
"NFC","13470","8"
"NFC","13589","8"
"NFC","13590","8"
"NFC","13592","7"
"NFC","13593","8"
"NFC","13604","8"
"NFC","13610","0"
"NFC","13629","7"
"NFC","13630","8"
"NFC","13633","8"
"NFC","13635","8"
"NFC","13671","8"
"NFC","13672","7"
"NFC","13674","8"
"NFC","13675","0"
"NFC","13681","8"
"NFC","13682","0"
"NFC","13683","0"
"NFC","13690","8"
"NFC","13692","8"
"NFC","13693","6"
"NFC","13696","8"
"NFC","13697","8"
"NFC","13700","8"
"NFC","13702","0"
"NFC","13704","8"
"NFC","13707","0"
"NFC","13710","8"
"NFC","13713","8"
"NFC","13714","8"
"NFC","13717","8"
"NFC","13719","4"
"NFC","13723","8"
"NFC","13731","0"
"NFC","13737","8"
"NFC","13738","0"
"NFC","13742","7"
"NFC","13743","8"
"NFC","13744","4"
"NFC","13759","4"
"NFC","13764","0"
"NFC","13770","0"
"NFC","13772","6"
"NFC","13774","5"
"NFC","13782","0"
"NFC","13802","1"
"NFC","13806","6"
"NFC","13810","6"
"NFC","13813","7"
"NFC","13832","0"
"NFC","13837","4"
"NFC","13839","6"
"NFC","13844","0"
"NFC","13869","0"
"NFC","13888","4"
"NFC","13920","6"
"NFC","13933","6"
"NFC","13952","5"
"NFC","13987","4"
"NFC","14056","7"
"NFC","14059","7"
"NFC","14067","0"
"NFC","14071","7"
"NFC","14073","7"
"NFC","14080","0"
"NFC","14085","7"
"NFC","14086","0"
"NFC","14095","4"
"NFC","14102","7"
"NFC","14104","7"
"NFC","14105","7"
"NFC","14108","4"
"NFC","14109","7"
"NFC","14122","7"
"NFC","14127","7"
"NFC","14136","7"
"NFC","14138","7"
"NFC","14143","0"
"NFC","14147","7"
"NFC","14148","7"
"NFC","14149","7"
"NFC","14153","7"
"NFC","14154","0"
"NFC","14157","7"
"NFC","14158","7"
"NFC","14159","7"
"NFC","14162","7"
"NFC","14163","7"
"NFC","14164","7"
"NFC","14167","7"
"NFC","14168","7"
"NFC","14169","5"
"NFC","14170","6"
"NFC","14171","7"
"NFC","14179","5"
"NFC","14180","6"
"NFC","14182","7"
"NFC","14205","0"
"NFC","14210","7"
"NFC","14213","0"
"NFC","14217","4"
"NFC","14218","7"
"NFC","14219","7"
"NFC","14221","7"
"NFC","14224","7"
"NFC","14225","7"
"NFC","14235","7"
"NFC","14244","0"
"NFC","14247","7"
"NFC","14249","6"
"NFC","14251","5"
"NFC","14252","4"
"NFC","14256","4"
"NFC","14270","0"
"NFC","14302","3"
"NFC","14303","5"
"NFC","14322","6"
"NFC","14328","3"
"NFC","14405","3"
"NFC","14412","6"
"NFC","14472","3"
"NFC","14518","6"
"NFC","14590","4"
"NFC","14592","3"
"NFC","14630","6"
"NFC","14669","2"
"NFC","14717","3"
"NFC","14777","6"
"NFC","14778","6"
"NFC","14779","6"
"NFC","14782","6"
"NFC","14783","6"
"NFC","14789","4"
"NFC","14797","6"
"NFC","14800","6"
"NFC","14802","6"
"NFC","14823","4"
"NFC","14832","6"
"NFC","14833","6"
"NFC","14835","6"
"NFC","14836","6"
"NFC","14840","6"
"NFC","14842","6"
"NFC","14860","3"
"NFC","14861","5"
"NFC","14867","6"
"NFC","14871","3"
"NFC","14877","6"
"NFC","14879","6"
"NFC","14882","5"
"NFC","14888","3"
"NFC","14892","6"
"NFC","14893","4"
"NFC","14896","6"
"NFC","14897","6"
"NFC","14899","5"
"NFC","14900","5"
"NFC","14901","0"
"NFC","14903","0"
"NFC","14904","0"
"NFC","14907","6"
"NFC","14908","6"
"NFC","14909","6"
"NFC","14910","6"
"NFC","14911","0"
"NFC","14918","6"
"NFC","14921","6"
"NFC","14924","0"
"NFC","14925","0"
"NFC","14927","6"
"NFC","14930","0"
"NFC","14933","6"
"NFC","14934","0"
"NFC","14940","5"
"NFC","14943","2"
"NFC","14947","6"
"NFC","14954","2"
"NFC","14957","2"
"NFC","14974","6"
"NFC","14979","0"
"NFC","14982","3"
"NFC","14983","0"
"NFC","14985","3"
"NFC","14995","3"
"NFC","14997","1"
"NFC","15001","6"
"NFC","15003","3"
"NFC","15032","5"
"NFC","15051","5"
"NFC","15076","2"
"NFC","15081","2"
"NFC","15089","1"
"NFC","15109","0"
"NFC","15124","1"
"NFC","15173","0"
"NFC","15237","5"
"NFC","15238","5"
"NFC","15240","0"
"NFC","15241","4"
"NFC","15252","0"
"NFC","15253","5"
